id,name,now_cost,position,team,transfers_in_event,goals_conceded,expected_goal_involvements,chance_of_playing_this_round,creativity,threat,dreamteam_count,bonus,red_cards,expected_goals_per_90,transfers_out,in_dreamteam,corners_and_indirect_freekicks_order,own_goals,influence_rank_type,ict_index_rank_type,selected_rank,goals_scored,transfers_in,event_points,value_form,selected_by_percent,cost_change_start_fall,minutes,total_points,cost_change_event,points_per_game_rank_type,selected_rank_type,bps,clean_sheets,threat_rank,status,influence,form_rank_type,news,clean_sheets_per_90,goals_conceded_per_90,form,ict_index,ep_this,cost_change_event_fall,web_name,ep_next,penalties_order,saves,starts,value_season,yellow_cards,cost_change_start,now_cost_rank_type,form_rank,points_per_game_rank,expected_goal_involvements_per_90,transfers_out_event,expected_goals_conceded_per_90,creativity_rank,threat_rank_type,expected_goals,chance_of_playing_next_round,starts_per_90,expected_goals_conceded,expected_assists,assists,creativity_rank_type,saves_per_90,news_added,points_per_game,expected_assists_per_90,influence_rank,direct_freekicks_order,now_cost_rank,ict_index_rank
233,Amadou Onana,50,MID,Aston Villa,76109,2,0.68,,6.3,39.0,0,3,0,0.36,57373,False,,0,23,49,96,1,227970,1,1.1,3.7,0,165,11,0,21,31,40,0,45,a,48.8,19,,0.0,1.09,5.5,9.5,4.5,0,Onana,6.0,,0,2,2.2,1,0,175,38,42,0.37,34843,1.61,186,26,0.66,,1.09,2.95,0.02,0,115,0.0,,5.5,0.01,46,,266,72
569,Jaden Philogene,54,MID,Aston Villa,206,0,0.08,,1.5,4.0,0,0,0,0.39,2307,False,,0,269,153,479,0,457,0,0.0,0.1,1,16,0,-1,271,179,1,0,209,a,0.0,271,,0.0,0.0,0.0,0.5,-1.0,1,Jaden,0.5,,0,0,0.0,1,-1,110,598,598,0.45,832,5.96,260,118,0.07,,0.0,1.06,0.01,0,150,0.0,,0.0,0.06,599,,176,306
598,Lamare Bogarde,40,DEF,Aston Villa,1846,0,0.00,,0.0,0.0,0,0,0,0.0,1846,False,,0,139,139,407,0,3370,0,0.0,0.1,0,0,0,0,135,149,0,0,321,a,0.0,135,,0.0,0.0,0.0,0.0,-1.0,0,Bogarde,0.5,,0,0,0.0,0,0,197,395,395,0.0,930,0.0,378,112,0.00,,0.0,0.00,0.00,0,138,0.0,,0.0,0.0,390,,619,398
59,Max Aarons,45,DEF,Bournemouth,1080,0,0.00,,0.0,0.0,0,0,0,0.0,5567,False,,0,184,184,329,0,2405,0,0.0,0.2,0,0,0,0,181,121,0,0,408,a,0.0,181,,0.0,0.0,0.0,0.0,-0.5,0,Aarons,0.0,,0,0,0.0,0,0,106,460,460,0.0,1872,0.0,451,167,0.00,,0.0,0.00,0.00,0,183,0.0,,0.0,0.0,453,,422,461
60,Tyler Adams,50,MID,Bournemouth,33,0,0.00,0.0,0.0,0.0,0,0,0,0.0,300,False,,0,242,248,605,0,92,0,0.0,0.0,0,0,0,0,248,267,0,0,530,i,0.0,248,Back injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0,Adams,0.0,,0,0,0.0,0,0,139,560,560,0.0,79,0.0,557,229,0.00,0.0,0.0,0.00,0.00,0,249,0.0,2024-07-21T20:00:04.554690Z,0.0,0.0,554,,215,561
61,Jaidon Anthony,45,MID,Bournemouth,3186,0,0.00,,0.0,0.0,0,0,0,0.0,8986,False,,0,177,184,261,0,6878,0,0.0,0.5,0,0,0,0,185,85,0,0,424,a,0.0,185,,0.0,0.0,0.0,0.0,-0.5,0,Anthony,0.0,,0,0,0.0,0,0,229,472,472,0.0,3987,0.0,463,161,0.00,,0.0,0.00,0.00,0,185,0.0,,0.0,0.0,465,,441,473
62,David Brooks,50,MID,Bournemouth,25,0,0.00,0.0,0.0,0.0,0,0,0,0.0,455,False,,0,237,243,602,0,51,0,0.0,0.0,0,0,0,0,243,265,0,0,520,i,0.0,243,Shoulder injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0,Brooks,0.0,,0,0,0.0,0,0,119,553,553,0.0,117,0.0,547,222,0.00,0.0,0.0,0.00,0.00,0,242,0.0,2024-08-12T14:30:04.440536Z,0.0,0.0,547,,191,554
63,Ryan Christie,50,MID,Bournemouth,273,0,0.04,,33.4,4.0,0,0,0,0.0,4436,False,4.0,0,98,82,357,0,603,2,0.3,0.2,0,90,3,0,91,123,12,1,205,a,12.0,88,,1.0,0.0,1.5,5.0,1.0,0,Christie,1.5,,0,1,0.6,1,0,128,187,193,0.04,1683,0.53,59,114,0.00,,1.0,0.53,0.04,0,50,0.0,,1.5,0.04,219,,202,150
64,Lewis Cook,50,MID,Bournemouth,333,2,0.51,,38.1,0.0,0,0,0,0.0,1503,False,1.0,0,54,68,478,0,729,2,0.3,0.1,0,173,3,0,90,178,26,0,526,a,28.0,87,,0.0,1.04,1.5,6.6,1.0,0,Cook,1.5,,0,2,0.6,1,0,127,186,192,0.27,585,1.38,48,226,0.00,,1.04,2.65,0.51,0,40,0.0,,1.5,0.27,136,,201,108
65,Enes Ünal,54,FWD,Bournemouth,153,0,0.00,0.0,0.0,0.0,0,0,0,0.0,1548,False,,0,59,60,574,0,239,0,0.0,0.0,1,0,0,-1,59,68,0,0,582,i,0.0,59,Toe Injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,1,Enes Ünal,0.0,,0,0,0.0,0,-1,43,592,592,0.0,379,0.0,593,58,0.00,0.0,0.0,0.00,0.00,0,60,0.0,2024-08-12T14:30:04.450058Z,0.0,0.0,591,,162,596
66,Romain Faivre,50,MID,Bournemouth,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,835,False,,0,250,256,591,0,23,0,0.0,0.0,0,0,0,0,255,258,0,0,551,u,0.0,255,Loaned to Brest,0.0,0.0,0.0,0.0,0.0,0,Faivre,0.0,,0,0,0.0,0,0,171,572,572,0.0,232,0.0,570,243,0.00,0.0,0.0,0.00,0.00,0,256,0.0,2024-08-20T12:15:06.505689Z,0.0,0.0,567,,261,574
67,Hamed Traorè,45,MID,Bournemouth,1330,0,0.00,,0.0,0.0,0,0,0,0.0,3937,False,,0,175,182,354,0,3010,0,0.0,0.2,0,0,0,0,183,122,0,0,420,a,0.0,183,,0.0,0.0,0.0,0.0,-0.5,0,H.Traorè,0.0,,0,0,0.0,0,0,227,470,470,0.0,1665,0.0,461,159,0.00,,0.0,0.00,0.00,0,183,0.0,,0.0,0.0,463,,435,471
68,James Hill,40,DEF,Bournemouth,1999,0,0.00,,0.0,0.0,0,0,0,0.0,5098,False,,0,129,129,286,0,4016,0,0.0,0.4,0,0,0,0,124,109,0,0,306,a,0.0,124,,0.0,0.0,0.0,0.0,-0.5,0,Hill,0.0,,0,0,0.0,0,0,185,380,380,0.0,2127,0.0,364,101,0.00,,0.0,0.00,0.00,0,128,0.0,,0.0,0.0,376,,603,384
69,Daniel Jebbison,45,FWD,Bournemouth,140708,0,0.00,,10.6,2.0,0,0,0,0.0,52167,False,,0,23,29,97,0,216774,1,0.2,3.7,0,26,2,0,24,18,7,0,228,a,3.2,23,,0.0,0.0,1.0,1.6,0.5,0,Jebbison,1.0,,0,0,0.4,0,0,68,227,244,0.0,28508,1.18,172,31,0.00,,0.0,0.34,0.00,0,18,0.0,,1.0,0.0,284,,501,272
70,Milos Kerkez,45,DEF,Bournemouth,2137,2,0.02,,15.6,4.0,0,0,0,0.0,5848,False,,0,53,47,264,0,3511,2,0.3,0.4,0,180,3,0,64,98,9,0,197,a,26.8,63,,0.0,1.0,1.5,4.7,1.0,0,Kerkez,1.5,,0,2,0.7,1,0,135,182,188,0.01,2000,1.46,126,58,0.00,,1.0,2.91,0.02,0,27,0.0,,1.5,0.01,141,,509,157
71,Justin Kluivert,54,MID,Bournemouth,1349,0,0.19,,32.6,17.0,0,0,0,0.04,11396,False,,0,135,80,294,0,2399,3,0.3,0.3,1,97,3,0,103,97,2,1,109,a,3.6,100,,0.93,0.0,1.5,5.4,1.0,0,Kluivert,1.5,1.0,0,1,0.6,1,-1,101,199,205,0.18,2970,0.81,61,65,0.04,,0.93,0.87,0.15,0,51,0.0,,1.5,0.14,278,4.0,166,138
72,Chris Mepham,45,DEF,Bournemouth,77,0,0.00,,0.0,0.0,0,0,0,0.0,1449,False,,0,181,181,477,0,154,0,0.0,0.1,0,0,0,0,178,174,0,0,400,a,0.0,178,,0.0,0.0,0.0,0.0,-0.5,0,Mepham,0.0,,0,0,0.0,0,0,97,453,453,0.0,455,0.0,444,164,0.00,,0.0,0.00,0.00,0,180,0.0,,0.0,0.0,447,,408,455
73,Norberto Murara Neto,45,GKP,Bournemouth,17050,2,0.00,,0.0,0.0,0,0,0,0.0,21010,False,,0,3,3,122,0,32175,3,0.8,2.5,0,180,7,0,8,18,30,0,356,a,77.8,8,,0.0,1.0,3.5,7.8,3.0,0,Neto,3.5,,11,2,1.6,0,0,14,81,84,0.0,10122,1.46,407,36,0.00,,1.0,2.91,0.00,0,38,5.5,,3.5,0.0,12,,342,85
74,Dango Ouattara,50,MID,Bournemouth,137,2,0.49,,3.3,18.0,0,0,0,0.5,598,False,,0,94,104,565,0,437,1,0.3,0.0,0,86,3,0,101,245,14,0,102,a,13.6,98,,0.0,2.09,1.5,3.5,1.0,0,O.Dango,1.5,,0,1,0.6,0,0,195,197,203,0.51,275,2.15,218,62,0.48,,1.05,2.05,0.01,0,131,0.0,,1.5,0.01,213,,296,209
75,Alex Paulsen,40,GKP,Bournemouth,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,785,False,,0,49,49,529,0,0,0,0.0,0.0,0,0,0,0,48,65,0,0,313,u,0.0,48,Loaned to Auckland FC,0.0,0.0,0.0,0.0,0.0,0,Paulsen,0.0,,0,0,0.0,0,0,66,387,387,0.0,196,0.0,371,28,0.00,0.0,0.0,0.00,0.00,0,30,0.0,2024-08-10T12:14:13.050842Z,0.0,0.0,383,,610,391
76,Philip Billing,50,MID,Bournemouth,135,0,0.00,,0.0,2.0,0,0,0,0.0,1667,False,,0,149,157,487,0,410,0,0.1,0.1,0,6,1,0,129,185,1,0,236,a,2.0,147,,0.0,0.0,0.5,0.4,0.0,0,Philip,0.5,,0,0,0.2,0,0,132,298,259,0.0,699,3.9,553,133,0.00,,0.0,0.26,0.00,0,246,0.0,,1.0,0.0,300,1.0,206,313
77,Alex Scott,50,MID,Bournemouth,204,2,0.04,,13.1,1.0,0,0,0,0.02,1042,False,3.0,0,59,94,512,0,586,1,0.3,0.1,0,88,3,0,100,203,14,0,254,a,26.2,97,,0.0,2.05,1.5,4.1,1.0,0,Scott,1.5,,0,1,0.6,0,0,190,196,202,0.04,494,2.43,151,144,0.02,,1.02,2.38,0.02,0,101,0.0,,1.5,0.02,144,3.0,291,189
78,Antoine Semenyo,55,MID,Bournemouth,73027,2,1.98,,40.6,91.0,0,1,0,0.36,28437,False,,0,11,11,132,1,119542,5,1.2,2.2,0,180,13,0,13,44,45,0,6,a,65.0,12,,0.0,1.0,6.5,19.7,6.0,0,Semenyo,6.5,,0,2,2.4,0,0,79,21,22,1.0,16202,1.46,46,4,0.71,,1.0,2.91,1.27,1,38,0.0,,6.5,0.64,22,,131,13
79,Marcos Senesi,49,DEF,Bournemouth,2611,1,0.03,,5.3,2.0,0,0,0,0.0,23061,False,,0,47,68,201,0,4084,1,0.1,0.8,1,90,1,-1,86,74,11,0,231,a,29.4,99,,0.0,1.0,0.5,3.7,0.0,1,Senesi,0.5,,0,1,0.2,1,-1,39,294,252,0.03,5661,1.61,193,72,0.00,,1.0,1.61,0.03,0,57,0.0,,1.0,0.03,125,,319,202
80,Luis Sinisterra,50,MID,Bournemouth,541,2,0.26,,12.6,42.0,0,0,0,0.21,3894,False,,0,81,64,377,0,1860,1,0.3,0.2,0,81,3,0,93,129,14,0,39,a,17.0,90,,0.0,2.22,1.5,7.2,1.0,0,Sinisterra,1.5,,0,1,0.6,0,0,153,189,195,0.29,2000,2.28,156,21,0.19,,1.11,2.05,0.07,0,103,0.0,,1.5,0.08,194,,236,93
81,Adam Smith,45,DEF,Bournemouth,594,1,0.01,,4.5,0.0,0,0,0,0.0,2416,False,,0,90,93,367,0,1402,1,0.3,0.2,0,66,3,0,51,134,11,0,351,a,9.8,50,,0.0,1.36,1.5,1.4,1.0,0,Smith,1.5,,0,1,0.7,0,0,49,167,173,0.01,1003,1.47,202,137,0.00,,1.36,1.08,0.01,0,60,0.0,,1.5,0.01,231,,337,276
83,Marcus Tavernier,55,MID,Bournemouth,5454,2,1.42,,90.2,62.0,0,2,0,0.65,3535,False,2.0,0,15,8,343,1,6127,9,1.0,0.2,0,174,11,0,22,117,46,0,15,a,56.6,20,,0.0,1.03,5.5,20.9,5.0,0,Tavernier,5.5,,0,2,2.0,0,0,72,39,43,0.73,1531,1.48,5,12,1.26,,1.03,2.86,0.16,0,5,0.0,,5.5,0.08,28,2.0,121,10
84,Mark Travers,45,GKP,Bournemouth,180,0,0.00,,0.0,0.0,0,0,0,0.0,2469,False,,0,62,62,393,0,369,0,0.0,0.2,0,0,0,0,61,57,0,0,403,a,0.0,61,,0.0,0.0,0.0,0.0,-0.5,0,Travers,0.0,,0,0,0.0,0,0,29,455,455,0.0,763,0.0,446,51,0.00,,0.0,0.00,0.00,0,52,0.0,,0.0,0.0,449,,413,457
85,Illia Zabarnyi,45,DEF,Bournemouth,2079,2,0.03,,1.7,0.0,0,0,0,0.0,4599,False,,0,41,71,274,0,3058,2,0.4,0.4,0,180,4,0,45,103,22,0,444,a,32.2,45,,0.0,1.0,2.0,3.4,1.5,0,Zabarnyi,2.0,,0,2,0.9,0,0,128,137,139,0.02,1810,1.46,254,181,0.00,,1.0,2.91,0.03,0,78,0.0,,2.0,0.02,112,,466,211
580,Dean Huijsen,45,DEF,Bournemouth,397,1,0.01,,0.4,0.0,0,0,0,0.0,1696,False,,0,58,82,428,0,1484,0,0.2,0.1,0,90,2,0,46,160,9,0,485,a,24.8,73,,0.0,1.0,1.0,2.5,0.5,0,Huijsen,1.0,,0,1,0.4,0,0,136,229,142,0.01,849,1.3,298,186,0.00,,1.0,1.30,0.01,0,97,0.0,,2.0,0.01,154,,515,241
592,Julián Araujo Zúñiga,45,DEF,Bournemouth,1428,1,0.01,,2.2,0.0,0,0,0,0.0,3270,False,,0,86,94,348,0,2710,2,0.3,0.2,0,112,3,0,62,124,8,0,421,a,11.6,61,,0.0,0.8,1.5,1.4,1.0,0,J.Araujo,1.5,,0,1,0.7,0,0,116,180,186,0.01,1250,1.48,242,174,0.00,,0.8,1.84,0.01,0,75,0.0,,1.5,0.01,221,,438,277
599,Will Dennis,40,GKP,Bournemouth,4608,0,0.00,,0.0,0.0,0,0,0,0.0,2336,False,,0,43,43,300,0,8357,0,0.0,0.3,0,0,0,0,42,41,0,0,300,a,0.0,42,,0.0,0.0,0.0,0.0,-0.5,0,Dennis,0.0,,0,0,0.0,0,0,60,374,374,0.0,1282,0.0,358,22,0.00,,0.0,0.00,0.00,0,24,0.0,,0.0,0.0,370,,596,378
617,Francisco Evanilson de Lima Barbosa,60,FWD,Bournemouth,11774,0,0.75,,2.8,35.0,0,0,0,0.95,3576,False,,0,17,18,345,0,20712,2,0.3,0.2,0,71,2,0,17,51,7,1,52,a,11.2,17,,1.27,0.0,2.0,4.9,1.5,0,Evanilson,2.0,,0,1,0.3,0,0,23,159,164,0.95,2639,0.75,232,15,0.75,,1.27,0.59,0.00,0,25,0.0,,2.0,0.0,224,,81,153
86,Kristoffer Ajer,45,DEF,Brentford,4730,3,0.29,,12.9,35.0,0,0,0,0.14,5420,False,,0,74,16,266,0,7609,1,0.3,0.4,0,180,3,0,53,99,2,0,50,a,19.6,52,,0.0,1.5,1.5,6.7,1.0,0,Ajer,2.0,,0,2,0.7,0,0,78,170,176,0.14,2100,1.91,153,6,0.28,,1.0,3.82,0.01,0,36,0.0,,1.5,0.0,182,,384,101
87,Ethan Brierley,45,MID,Brentford,733,0,0.00,,0.0,0.0,0,0,0,0.0,1557,False,,0,195,202,470,0,1435,0,0.0,0.1,0,0,0,0,203,174,0,0,457,a,0.0,203,,0.0,0.0,0.0,0.0,-0.5,0,Brierley,0.5,,0,0,0.0,0,0,248,499,499,0.0,678,0.0,492,179,0.00,,0.0,0.00,0.00,0,203,0.0,,0.0,0.0,492,,481,500
88,Nathan Collins,45,DEF,Brentford,15749,3,0.37,,1.1,57.0,0,1,0,0.18,8661,False,,0,1,4,212,0,28651,1,0.8,0.7,0,180,7,0,33,77,33,0,24,a,82.0,31,,0.0,1.5,3.5,14.0,3.0,0,Collins,4.0,,0,2,1.6,0,0,115,87,90,0.18,4656,1.91,272,2,0.37,,1.0,3.82,0.00,1,90,0.0,,3.5,0.0,9,,437,30
89,Mikkel Damsgaard,50,MID,Brentford,282,1,0.00,,1.9,0.0,0,0,0,0.0,1610,False,4.0,0,133,149,486,0,643,1,0.2,0.1,0,40,2,0,140,184,8,0,549,a,3.8,124,,0.0,2.25,1.0,0.6,0.5,0,Damsgaard,1.5,,0,0,0.4,0,0,169,243,274,0.0,576,3.02,251,241,0.00,,0.0,1.34,0.00,0,146,0.0,,1.0,0.0,276,,259,300
90,Josh Dasilva,49,MID,Brentford,21,0,0.00,0.0,0.0,0.0,0,0,0,0.0,477,False,,0,229,235,606,0,43,0,0.0,0.0,1,0,0,-1,235,268,0,0,502,i,0.0,235,Knee injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,1,Dasilva,0.0,,0,0,0.0,0,-1,207,540,540,0.0,102,0.0,532,214,0.00,0.0,0.0,0.00,0.00,0,235,0.0,2024-08-12T14:30:04.460316Z,0.0,0.0,534,,315,541
91,Mark Flekken,45,GKP,Brentford,48255,3,0.00,,0.0,0.0,0,0,0,0.0,85355,False,,0,1,1,42,0,77064,3,0.8,10.7,0,180,7,0,10,8,38,0,373,a,101.2,10,,0.0,1.5,3.5,10.1,3.0,0,Flekken,4.0,,12,2,1.6,0,0,23,84,87,0.0,34622,1.91,422,45,0.00,,1.0,3.82,0.00,0,47,6.0,,3.5,0.0,5,,368,67
92,Rico Henry,44,DEF,Brentford,63,0,0.00,25.0,0.0,0.0,0,0,0,0.0,2424,False,,0,152,152,497,0,121,0,0.0,0.1,1,0,0,-1,148,177,0,0,336,d,0.0,148,Knee injury - 25% chance of playing,0.0,0.0,0.0,0.0,-0.1,1,Henry,0.1,,0,0,0.0,0,-1,144,409,409,0.0,611,0.0,392,126,0.00,25.0,0.0,0.00,0.00,0,151,0.0,2024-08-12T14:30:04.471299Z,0.0,0.0,404,,535,412
93,Aaron Hickey,45,DEF,Brentford,21,0,0.00,0.0,0.0,0.0,0,0,0,0.0,1086,False,,0,190,190,569,0,54,0,0.0,0.0,0,0,0,0,187,190,0,0,441,i,0.0,187,Hamstring injury - Expected back 14 Sep,0.0,0.0,0.0,0.0,0.0,0,Hickey,0.0,,0,0,0.0,0,0,125,486,486,0.0,251,0.0,479,179,0.00,0.0,0.0,0.00,0.00,0,190,0.0,2024-08-12T14:30:04.480785Z,0.0,0.0,479,,462,487
94,Vitaly Janelt,50,MID,Brentford,352,3,0.11,,16.4,7.0,0,0,0,0.04,3007,False,,0,85,97,391,0,689,2,0.4,0.2,0,145,4,0,75,138,20,0,157,a,15.4,72,,0.0,1.86,2.0,3.9,1.5,0,Janelt,2.5,,0,2,0.8,0,0,142,145,150,0.06,1171,1.87,115,93,0.07,,1.24,3.02,0.04,0,82,0.0,,2.0,0.02,202,,220,196
95,Mathias Jensen,55,MID,Brentford,628,2,0.18,,50.7,1.0,0,0,0,0.01,3238,False,2.0,0,88,67,389,0,1252,1,0.3,0.2,0,148,3,0,107,137,15,0,257,a,15.0,104,,0.0,1.22,1.5,6.7,1.0,0,Jensen,2.0,,0,2,0.5,1,0,74,205,211,0.11,1245,1.58,30,147,0.02,,1.22,2.60,0.16,0,26,0.0,,1.5,0.1,206,3.0,123,102
96,Kim Ji-soo,40,DEF,Brentford,773,0,0.00,,0.0,0.0,0,0,0,0.0,3423,False,,0,144,144,327,0,1716,0,0.0,0.2,0,0,0,0,140,120,0,0,326,a,0.0,140,,0.0,0.0,0.0,0.0,-0.5,0,Ji-soo,0.5,,0,0,0.0,0,0,202,400,400,0.0,1229,0.0,383,117,0.00,,0.0,0.00,0.00,0,143,0.0,,0.0,0.0,395,,624,403
97,Yunus Emre Konak,45,MID,Brentford,426,0,0.00,,0.0,0.0,0,0,0,0.0,1132,False,,0,224,230,496,0,879,0,0.0,0.1,0,0,0,0,231,193,0,0,494,a,0.0,231,,0.0,0.0,0.0,0.0,-0.5,0,Konak,0.5,,0,0,0.0,0,0,283,532,532,0.0,449,0.0,525,209,0.00,,0.0,0.00,0.00,0,231,0.0,,0.0,0.0,526,,527,533
98,Keane Lewis-Potter,50,MID,Brentford,541,1,0.08,,12.1,9.0,0,0,0,0.07,919,False,,0,105,110,517,0,663,2,0.3,0.1,0,81,3,0,96,207,14,0,143,a,9.8,93,,0.0,1.11,1.5,3.1,1.0,0,Lewis-Potter,2.0,,0,1,0.6,0,0,164,192,198,0.09,362,2.96,160,86,0.06,,1.11,2.66,0.02,0,105,0.0,,1.5,0.02,234,,252,223
99,Bryan Mbeumo,70,MID,Brentford,70961,3,0.69,,67.9,24.0,0,2,0,0.06,77969,False,1.0,0,25,21,80,1,132843,1,0.7,5.0,0,179,10,0,28,26,41,0,83,a,46.2,26,,0.0,1.51,5.0,13.8,4.5,0,Mbeumo,5.5,2.0,0,2,1.4,1,0,17,51,55,0.35,40012,1.92,17,52,0.12,,1.01,3.82,0.57,0,15,0.0,,5.0,0.29,49,2.0,31,32
100,Ben Mee,45,DEF,Brentford,1762,0,0.00,,0.1,0.0,0,0,0,0.0,14750,False,,0,159,159,205,0,3486,0,0.1,0.8,0,1,1,0,73,75,3,0,350,a,0.0,89,,0.0,0.0,0.5,0.0,0.0,0,Mee,1.0,,0,0,0.2,0,0,48,277,228,0.0,5361,0.0,311,136,0.00,,0.0,0.00,0.00,0,103,0.0,,1.0,0.0,414,,336,422
101,Christian Nørgaard,50,MID,Brentford,602,3,0.13,,16.4,4.0,0,0,0,0.05,2357,False,,0,64,86,427,0,1362,1,0.3,0.1,0,180,3,0,88,154,22,0,203,a,25.0,85,,0.0,1.5,1.5,4.5,1.0,0,Nørgaard,2.0,,0,2,0.6,1,0,120,184,190,0.07,955,1.91,114,112,0.10,,1.0,3.82,0.03,0,81,0.0,,1.5,0.02,153,,193,169
102,Frank Onyeka,50,MID,Brentford,104,0,0.02,,0.5,0.0,0,0,0,0.0,1000,False,,0,248,254,544,0,294,1,0.2,0.0,0,23,2,0,138,229,3,0,545,a,0.0,123,,0.0,0.0,1.0,0.0,0.5,0,Onyeka,1.5,,0,0,0.4,0,0,166,241,271,0.08,317,2.7,297,238,0.00,,0.0,0.69,0.02,0,167,0.0,,1.0,0.08,564,,254,571
103,Myles Peart-Harris,45,MID,Brentford,344,0,0.00,,0.0,0.0,0,0,0,0.0,977,False,,0,179,186,519,0,699,0,0.0,0.1,0,0,0,0,187,209,0,0,426,a,0.0,187,,0.0,0.0,0.0,0.0,-0.5,0,Peart-Harris,0.5,,0,0,0.0,0,0,231,474,474,0.0,405,0.0,465,163,0.00,,0.0,0.00,0.00,0,187,0.0,,0.0,0.0,467,,445,475
104,Ethan Pinnock,45,DEF,Brentford,1860,3,0.01,,0.3,17.0,0,0,0,0.0,6883,False,,1,34,37,280,0,3020,1,0.1,0.4,0,180,1,0,100,108,10,0,107,a,34.2,94,,0.0,1.5,0.5,5.2,0.0,0,Pinnock,1.0,,0,2,0.2,0,0,101,284,325,0.0,1799,1.91,303,20,0.01,,1.0,3.82,0.00,0,99,0.0,,0.5,0.0,102,,416,140
105,Mads Roerslev Rasmussen,45,DEF,Brentford,895,3,0.01,,2.6,3.0,0,0,0,0.0,1414,False,,0,85,88,445,0,1164,1,0.3,0.1,0,180,3,0,58,166,3,0,215,a,13.0,57,,0.0,1.5,1.5,1.9,1.0,0,Roerslev,2.0,,0,2,0.7,0,0,98,176,182,0.0,526,1.91,233,64,0.01,,1.0,3.82,0.00,0,72,0.0,,1.5,0.0,216,,411,263
106,Kevin Schade,55,MID,Brentford,233,1,0.14,,1.4,8.0,0,0,0,0.13,1552,False,,0,122,131,483,0,607,1,0.3,0.1,0,90,3,0,111,181,1,0,152,a,6.8,108,,0.0,1.0,1.5,1.7,1.0,0,Schade,2.0,,0,1,0.5,0,0,84,209,215,0.14,571,0.63,261,92,0.13,,1.0,0.63,0.01,0,151,0.0,,1.5,0.01,257,,143,269
107,Igor Thiago Nascimento Rodrigues,60,FWD,Brentford,40,0,0.00,0.0,0.0,0.0,0,0,0,0.0,1231,False,,0,67,67,573,0,117,0,0.0,0.0,0,0,0,0,66,67,0,0,611,i,0.0,66,Knee injury - Expected back 29 Dec,0.0,0.0,0.0,0.0,0.0,0,Thiago,0.0,,0,0,0.0,0,0,25,611,611,0.0,276,0.0,615,66,0.00,0.0,0.0,0.00,0.00,0,67,0.0,2024-08-05T15:00:04.331164Z,0.0,0.0,614,,85,615
108,Ivan Toney,74,FWD,Brentford,13505,0,0.00,,0.0,0.0,0,0,0,0.0,402945,False,,0,72,72,76,0,33502,0,0.0,5.2,1,0,0,0,72,14,0,0,626,a,0.0,72,,0.0,0.0,0.0,0.0,-0.5,0,Toney,0.5,1.0,0,0,0.0,0,-1,8,624,624,0.0,100147,0.0,627,72,0.00,,0.0,0.00,0.00,0,72,0.0,,0.0,0.0,627,1.0,21,627
109,Hákon Valdimarsson,40,GKP,Brentford,11519,0,0.00,,0.0,0.0,0,0,0,0.0,15028,False,,0,50,50,88,0,22937,0,0.0,4.1,0,0,0,0,49,14,0,0,317,a,0.0,49,,0.0,0.0,0.0,0.0,-0.5,0,Valdimarsson,0.5,,0,0,0.0,0,0,67,391,391,0.0,7575,0.0,374,29,0.00,,0.0,0.00,0.00,0,31,0.0,,0.0,0.0,386,,615,394
110,Yoane Wissa,60,FWD,Brentford,151618,3,1.02,,15.0,46.0,1,3,0,0.58,74789,False,,0,4,9,72,1,287134,2,1.1,5.6,0,155,13,0,4,12,54,0,32,a,55.2,4,,0.0,1.74,6.5,11.6,6.0,0,Wissa,7.0,4.0,0,2,2.2,1,0,22,24,25,0.59,44128,1.82,137,14,1.00,,1.16,3.13,0.02,1,14,0.0,,6.5,0.01,31,,78,49
111,Yehor Yarmoliuk,45,MID,Brentford,12141,0,0.00,,0.0,0.0,0,0,0,0.0,45893,False,,0,204,211,117,0,24760,0,0.0,2.7,0,0,0,0,212,39,0,0,466,a,0.0,212,,0.0,0.0,0.0,0.0,-0.5,0,Yarmoliuk,0.5,,0,0,0.0,0,0,259,508,508,0.0,20816,0.0,501,188,0.00,,0.0,0.00,0.00,0,212,0.0,,0.0,0.0,501,,492,509
112,Mathias Jorgensen,45,DEF,Brentford,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,2443,False,,0,158,158,562,0,0,0,0.0,0.0,0,0,0,0,154,188,0,0,348,u,0.0,154,Joined Anderlecht,0.0,0.0,0.0,0.0,0.0,0,Zanka,0.0,,0,0,0.0,0,0,47,418,418,0.0,359,0.0,402,135,0.00,0.0,0.0,0.00,0.00,0,158,0.0,2024-08-16T11:51:35.999618Z,0.0,0.0,413,,334,421
314,Fábio Freitas Gouveia Carvalho,50,MID,Brentford,3123,1,0.01,,2.0,2.0,0,0,0,0.0,30280,False,,0,143,148,177,0,9840,1,0.2,1.2,0,30,2,0,137,58,7,0,240,a,2.8,122,,0.0,3.0,1.0,0.7,0.5,0,Carvalho,1.5,,0,0,0.4,0,0,163,240,270,0.03,13696,3.69,248,136,0.00,,0.0,1.23,0.01,0,143,0.0,,1.0,0.03,292,,249,298
